PICPU MERNU BUCRH APAVI LEPDI COLST TYTAL HALAL HALLE CATAU GEOFO TAEGU CORBR MANVI ACACH NESNO MELUN FALPE CARCR EGRGA PELCR NIPNI PHACA PYGAD APTFO FULGL GAVST PHALE EURHE CHAVO BALRE OPHHO TAUER CHLMA CUCCA CHAPE CALAN ANTCA PTEGU MESUN COLLI PHORU PODCR GALGA MELGA ANAPL TINGU STRCA
1.10765616636766 1.5391349867884 1.36526060446831 1.55701187808495 1.5445681352018 1.40659608292662 1.61255556210238 1.18276680424609 1.23503738717606 1.1928415767313 1.41817662526414 1.76590075300791 1.22715334068246 1.54065398244657 1.50152656197 1.30976630693826 1.28516308667418 1.70618630322773 1.30198686388727 1.49785113517068 1.51372631334616 1.54937495431044 1.52275196784117 1.43921970350652 1.08254742614868 1.40124411972821 1.44586756193319 1.37665355556408 1.52902520385271 1.53225413678512 1.27107001385837 1.69811860502358 1.53133213110578 1.58447322677265 1.49745425784009 1.74693727418766 1.32490054101536 1.72139598089959 1.53777491073903 1.26741096010089 1.37822335410977 1.17802886210746 1.62646076378972 1.4178885364973 1.37621289207136 1.59008817200706 1.53825428461325 1.13870959951503
1.10772416693967 1.54071690931448 1.36394974633318 1.55740409872739 1.54389080513554 1.40617049939308 1.61133798503212 1.1807494925628 1.2357457521529 1.19352642415937 1.41873227399879 1.76700080451141 1.22484983459653 1.53926941073692 1.50093329597612 1.31022738526542 1.28661801710403 1.70617479212754 1.30206658395682 1.49722790041077 1.51303010417758 1.54791433817231 1.52205582497298 1.44124299350539 1.0816063673861 1.40213520593871 1.44592320081189 1.37706926512204 1.52761803770896 1.53061885423949 1.27133278662322 1.69753266609583 1.53217559867793 1.58188747289075 1.49779717474352 1.74684236560506 1.32404530176918 1.7185928593739 1.53707226468848 1.26599414178848 1.37860838569061 1.17762996338599 1.62489724703609 1.418778543102 1.37808429731327 1.58960370945728 1.5375217251902 1.13700060418696
1.10772416693967 1.54071690931448 1.36394974633318 1.55740409872739 1.54389080513554 1.40617049939308 1.61133798503212 1.1807494925628 1.2357457521529 1.19352642415937 1.41676483089202 1.76756904709714 1.22451867454267 1.53863871759827 1.50093329597612 1.31022738526542 1.28661801710403 1.70617479212754 1.30206658395682 1.49722790041077 1.51303010417758 1.54791433817231 1.52205582497298 1.44124299350539 1.0816063673861 1.40213520593871 1.44592320081189 1.37706926512204 1.52761803770896 1.53061885423949 1.27133278662322 1.69753266609583 1.53217559867793 1.58188747289075 1.49779717474352 1.74684236560506 1.32404530176918 1.7185928593739 1.53707226468848 1.26599414178848 1.37860838569061 1.17762996338599 1.62489724703609 1.418778543102 1.37808429731327 1.58960370945728 1.5375217251902 1.13700060418696
1.10711804013636 1.540595235594 1.36410965685186 1.55672329742171 1.54362951556503 1.40571216538791 1.61059264787015 1.1807494925628 1.23392830182346 1.19312727657802 1.4160207400716 1.76838823615587 1.22416655791592 1.53949824204923 1.50127034954497 1.30977583705228 1.28575976199062 1.70504935175618 1.3009049407278 1.49635215379272 1.51259907070641 1.54725090467451 1.52200900147697 1.44099086240349 1.08256431703499 1.40141615348098 1.44448549045405 1.37706926512204 1.52761803770896 1.52970178678536 1.27169226424508 1.69710239628493 1.53152942835409 1.58043525103386 1.49693664289933 1.74569644108108 1.32497395067717 1.71823563433749 1.53632869137304 1.26598374173453 1.37813964938307 1.17730113090604 1.62481091519411 1.41959305755448 1.37914604943611 1.5889922382821 1.53753494416646 1.13808828936095
1.1065496582504 1.53761776172928 1.36595673520321 1.5555709018661 1.54124494580231 1.40616034652783 1.60850400031303 1.1807494925628 1.23342190767282 1.19219928455977 1.41484962176442 1.76498840947626 1.22305111753607 1.53858848437464 1.50105831570931 1.30922545893785 1.28499305241042 1.70307591448255 1.30117325537209 1.49526945348686 1.51065979312084 1.54717455481167 1.52106141031561 1.44096668813706 1.08293743266472 1.40212150305305 1.44195611057316 1.37324033283851 1.52542074021462 1.52870519446166 1.2714168723225 1.69623124033418 1.5305997899523 1.57965765792789 1.4955554284068 1.74403680595805 1.32536768767314 1.71473259146384 1.53391132636017 1.26356211300698 1.37833767244733 1.17790432575123 1.62441462834493 1.41789452484299 1.37774504777746 1.58816029132014 1.53635923172189 1.13680233167463
1.10704460899023 1.53622968614835 1.36551176442782 1.5556317902747 1.5414980853919 1.40518516233725 1.60896567408611 1.18284392444735 1.23381895355482 1.19153195923068 1.41441446042662 1.76535882795275 1.22432314164902 1.5374451997655 1.5012299595309 1.30917840905427 1.2844464396459 1.70238580798551 1.30141558811558 1.49441392492648 1.50987075402129 1.54623678628827 1.52126274842553 1.44042884435474 1.08189027331315 1.40171840260452 1.4417513333858 1.37410770220731 1.52464127291574 1.52741918546474 1.27210187329619 1.69554523213316 1.53116517718459 1.57829442794009 1.49501090284957 1.74255639631397 1.32650705383966 1.71394330628914 1.53376501656363 1.2637306557985 1.3782008023195 1.17776702169135 1.62445279071166 1.41780573714985 1.37612071334104 1.5874865527124 1.53679963499784 1.1362554270217
1.10732474451425 1.53622968614835 1.36639056800518 1.555752569013 1.54166099177152 1.40221540520532 1.60820009816368 1.18284392444735 1.23217937321343 1.19135206443386 1.4146477411142 1.76324454213061 1.22302649378169 1.53783543327564 1.50002558255798 1.30952594341042 1.2826049070641 1.70366564165659 1.30180066569153 1.49328488595016 1.50846703726015 1.54534266577491 1.5195220290148 1.43705547469583 1.08119676733937 1.39943956443989 1.43974900097804 1.37347622030008 1.52267419685783 1.52566241355254 1.27113524455898 1.69299646237403 1.52851326012407 1.57775002422965 1.49522870705711 1.74118291515965 1.32629105295163 1.71235973437846 1.53418339401815 1.2637306557985 1.37576257753878 1.18235901678826 1.62445279071166 1.41773937799152 1.37612071334104 1.58555956785387 1.53585259961666 1.13665649522443
1.10724140718835 1.53466543219218 1.36615045171348 1.55558155073118 1.53998276364678 1.4000867404914 1.60746749831387 1.18284392444735 1.2299268458273 1.18933497315881 1.41658950369321 1.76318848799339 1.22231692762022 1.53590874016776 1.49849211691698 1.30796023492083 1.28467315576216 1.70124535747756 1.30079347458369 1.49236881099687 1.50795275987896 1.54577621919455 1.51787540384643 1.43723121526779 1.0814095961091 1.40198346488097 1.43889870133493 1.37143131042209 1.52210876502899 1.52359341646866 1.27186679790257 1.69257971793011 1.52818290562098 1.57792660957568 1.49363890755971 1.74066135004622 1.32644883515944 1.71140017982027 1.53322922888532 1.26377471711521 1.37252650793224 1.18356038329578 1.6240923034687 1.41821640725183 1.37490770334018 1.58515343498054 1.53523282664687 1.13332695768192
1.1076792234344 1.53344551297697 1.36541155450326 1.55428766425703 1.53928579755047 1.39900476938343 1.60661582781795 1.18419295419345 1.22927975625236 1.18801353153679 1.41628947797143 1.76310405570136 1.22140907648151 1.53396546512983 1.49607202271374 1.3078862318219 1.28375127004255 1.70049997501338 1.30110332392013 1.4917768360089 1.50930029757283 1.54527913757022 1.51501099398362 1.43526328551248 1.08106495458247 1.39956806305645 1.43690497685233 1.37068647224693 1.52210782798165 1.52274267599831 1.26959134575929 1.69193457638442 1.52657513679082 1.57745437014257 1.49408701602275 1.73796067121288 1.32462977876578 1.71110332117263 1.53221653020969 1.26245207527569 1.37270268171648 1.18381158519638 1.62255965103939 1.41508821893274 1.37397293725486 1.58486785271568 1.53466897585414 1.13086720438881
1.10694659819201 1.53307872835061 1.36311600471391 1.55386452645141 1.538390204414 1.39884295050152 1.60693005768372 1.18431329627155 1.22931725406697 1.18793778663517 1.41726092200228 1.76198126942172 1.22175663907309 1.5347089112654 1.49596996356463 1.30834537103316 1.28634742224781 1.69825434201182 1.30065176733094 1.4914470983967 1.50959609527631 1.54476081429559 1.51452581161613 1.43427840944176 1.07924342197309 1.39943357162435 1.43624162374498 1.37068647224693 1.5214282649721 1.52285823515668 1.26864322321156 1.69164269671723 1.52619564464971 1.57730404402771 1.4932604208933 1.73777103504052 1.32430573543844 1.70873160294454 1.53216565378535 1.26304566383707 1.37293426663183 1.1842961589726 1.62129256803249 1.4145205678523 1.37491598870764 1.58486785271568 1.53338770270514 1.12823572846618
1.1073316524186 1.53224687480045 1.36386400499993 1.55376472764028 1.53715003982269 1.39834498359911 1.60660785330112 1.17967025919827 1.2271883709775 1.18611962725183 1.41847116005325 1.76112404581458 1.22315422459117 1.53436133230966 1.49632546677551 1.30690348072015 1.28649980745097 1.69891162825669 1.30001075635787 1.49018137009812 1.50783099361249 1.54317969480785 1.51369905448294 1.43625919578178 1.07886079312598 1.39889031090905 1.43338950976812 1.37046059921425 1.52185423892738 1.52229481504217 1.26749828066452 1.69140702918843 1.52619564464971 1.57533843242148 1.49466744754099 1.73742265627851 1.32368221462095 1.70860535141285 1.53251147143915 1.26200160292357 1.37045630233571 1.18339092502875 1.62115162782796 1.41551857786203 1.37491598870764 1.5866328716541 1.53269872942912 1.12799275795798
1.10483875773237 1.53224687480045 1.36259437500713 1.55376472764028 1.53715003982269 1.39834498359911 1.60660785330112 1.17967025919827 1.2271883709775 1.18611962725183 1.41841858662102 1.76113138383908 1.22223801605103 1.53398706036244 1.49632546677551 1.30690348072015 1.28649980745097 1.69891162825669 1.30001075635787 1.49018137009812 1.50783099361249 1.54317969480785 1.51369905448294 1.43625919578178 1.07886079312598 1.39889031090905 1.43338950976812 1.37046059921425 1.52185423892738 1.52229481504217 1.26749828066452 1.69140702918843 1.52619564464971 1.57533843242148 1.49293752761361 1.73742265627851 1.32368221462095 1.70860535141285 1.53251147143915 1.26494333160171 1.37045630233571 1.18339092502875 1.61977012342644 1.41551857786203 1.37491598870764 1.5866328716541 1.53269872942912 1.12799275795798
1.10317906372691 1.53321350357357 1.36240517035587 1.55227201931729 1.53545052613874 1.3988722497573 1.60569801723791 1.18601257241976 1.22977285330835 1.18684425091641 1.41775575832889 1.76001747869144 1.22269084247724 1.53270049356111 1.49552698532078 1.30546179600927 1.28605831317174 1.69832475208583 1.29881708119695 1.4896646642746 1.5081424809056 1.54177346541039 1.51226183412583 1.4351707904306 1.07680214929623 1.39851356689718 1.43244650976019 1.3690096903193 1.52081041708769 1.5222476964978 1.26682462699094 1.69088139644363 1.52608598884241 1.57448710351803 1.49285999276579 1.73667323018372 1.32394759612082 1.70704263271408 1.53264797574024 1.26496596930072 1.37038422921453 1.18339092502875 1.61977012342644 1.41479109888336 1.37332441129875 1.58496507419431 1.53167558375925 1.12756313006997
1.10332759300142 1.53309287471047 1.36110048250597 1.55095505929395 1.53409184391302 1.39831447540142 1.60359590151726 1.18508327283069 1.23316786539016 1.18367714971924 1.41763387739557 1.75916287429617 1.22229325553954 1.53182871791571 1.49309391722554 1.30584610839648 1.28519593839493 1.69819379765258 1.29932603491013 1.49001181070928 1.50787340238633 1.54056297841365 1.51147206456967 1.43333529815298 1.08018737511882 1.39372973408062 1.43271734054487 1.37018750148035 1.51941370908348 1.52159373201842 1.26740995469613 1.68867504336675 1.5235608361756 1.57348788301141 1.49201275517714 1.73419103532956 1.32254394441211 1.70510559209045 1.5339347835712 1.26351031160647 1.36975464026706 1.1828656114872 1.6186929745198 1.41327918701729 1.37332441129875 1.58365432471156 1.53002312190511 1.13135168469516
1.10326285451255 1.53058505927262 1.36110048250597 1.55014644345403 1.53439802148231 1.39744416084381 1.60333342928935 1.18767309782719 1.23228082711235 1.184701225651 1.41738448663015 1.75987436539652 1.22262989947241 1.53121852235087 1.49055446158595 1.30525850293089 1.2854207170031 1.69784704170672 1.3000737030018 1.49004800837093 1.50751613975352 1.54074596497433 1.51098159023318 1.43348958927549 1.07979860681372 1.39311726832432 1.43433940762128 1.36988353865597 1.51948413203567 1.52207516351011 1.26721952187418 1.68888052269822 1.52203459639256 1.57253561085465 1.49329454965311 1.73271278038483 1.32203997907934 1.7050899085445 1.53350926016479 1.26308710178653 1.36882752769324 1.18172090928771 1.6188757128237 1.41284131298602 1.36934376083121 1.58203108689729 1.53002312190511 1.1327114630918
1.10268513443652 1.52693685016969 1.36123900381133 1.54886656446828 1.53501475943469 1.39594169028959 1.60686882770971 1.18135568773236 1.23086825992202 1.18203493569652 1.41637568875026 1.75970064586474 1.22271902100078 1.52912223854277 1.48983628224888 1.30841613622588 1.28817329729171 1.69563902801625 1.29803057091388 1.48723124632629 1.50574345217512 1.54072878747304 1.5104578471895 1.43182920656159 1.07915072143282 1.39203713118251 1.43460008477973 1.37399666441979 1.5165455797588 1.51907626355216 1.26728929632035 1.68789108384538 1.52160275894873 1.57168094946512 1.49381222742783 1.73228253575038 1.32070450769891 1.70393556137275 1.53277177348862 1.26059400522169 1.36982842763345 1.18217464920958 1.61567897582495 1.4141213083555 1.36452646136873 1.57978870155049 1.52884934607183 1.12955670330512
1.10147713374458 1.526511309623 1.35988447683959 1.5470728745 1.53410777929278 1.39502054349286 1.60556944908467 1.18416286013618 1.23495652353821 1.1817888657708 1.41549938398175 1.7590528822599 1.22169002018015 1.52922612683807 1.48803480602876 1.30767405917833 1.28920265274313 1.69562662822091 1.29778641037846 1.48554907195559 1.50642851368069 1.54066367259107 1.50985470582779 1.43123535408815 1.07808271239832 1.39057116351877 1.43349874282703 1.37259446491445 1.51458256392285 1.51785143477266 1.26537207705256 1.68687845198851 1.5203035411158 1.57026956437083 1.49252137124061 1.73105835833571 1.32104629937269 1.70301863579098 1.53191961911618 1.25899627298682 1.36850019505306 1.18026043527424 1.61421015586004 1.41462029766256 1.36565081714384 1.57971474314617 1.52843382895113 1.12798763024586
1.10101231998456 1.52510263214531 1.35683600538632 1.54518610814489 1.53297360713317 1.39581495575607 1.60419168652237 1.18416286013618 1.23410547823946 1.18337604811569 1.41378889827008 1.75690395217791 1.22021759314536 1.52761131575522 1.48875783572757 1.30657861262123 1.29116883021968 1.69454882280445 1.29651999689838 1.48412640316882 1.50609908191775 1.53996958574573 1.50829348806231 1.43108087169634 1.07321883636245 1.38841457058797 1.4328253706595 1.37246906111938 1.51060875555363 1.51694408785512 1.26548480419926 1.68611692029405 1.52121152544537 1.5696658280474 1.49225494048013 1.72993295716511 1.32019470351734 1.70456404335481 1.53128787620931 1.25724577176155 1.36846507443391 1.17738174034038 1.6142760829107 1.41352185340599 1.37193878706646 1.57971474314617 1.52781969311198 1.12721961412158
1.10111215488627 1.5234162289642 1.35467259569918 1.54192654083848 1.53247209036827 1.39517049493182 1.6021009797791 1.18852108760528 1.23185571796042 1.1830463515139 1.41376072860725 1.75533744433251 1.21825334017566 1.52723404060512 1.48870396674884 1.30418191021674 1.28962430483465 1.69233472874642 1.29803458218703 1.48462028071215 1.50524807023726 1.53884025559251 1.5070269074892 1.43174618072682 1.07220169668798 1.38742950593101 1.43264629041689 1.37160348846204 1.50946560467034 1.51519837232918 1.2655525377318 1.68695572138907 1.52000855600036 1.56848485104949 1.49225494048013 1.7285097709104 1.32012092351684 1.70261315665176 1.52904618781205 1.25678454862515 1.36572851267453 1.18065666517319 1.61223952773926 1.4133585282874 1.37193878706646 1.58029323172051 1.5277298585283 1.12764037105591
1.10085938891306 1.52578313733278 1.35209101236951 1.53913609638751 1.53221897177307 1.3936560794357 1.60119005516915 1.19045087017398 1.23185571796042 1.18624877481239 1.41450761606404 1.75490550580537 1.22029945432409 1.52885092572067 1.48840494833789 1.30088480650225 1.28923683429218 1.69003496354081 1.30066535847933 1.48519375489083 1.5054948950412 1.53610413060329 1.50730282808104 1.4328110335155 1.07372081503731 1.38996393963373 1.43173859357709 1.3697524814262 1.50946560467034 1.51306033073892 1.26556013851565 1.68667002300611 1.51971571484096 1.56973777935517 1.49201841402889 1.7248100814052 1.31622200092768 1.69911613305752 1.52722615804148 1.25430338910783 1.36347662492705 1.1815217983097 1.610155923719 1.41288474661786 1.3662554120994 1.5763150730389 1.52873867330312 1.12717144264812
1.10123380803151 1.52537076949323 1.35051815662143 1.5375871778369 1.53113538152527 1.39403128611932 1.60171004320274 1.19045087017398 1.23261015620644 1.18604954874076 1.41297042160977 1.75358926582863 1.21964690970569 1.52764655718189 1.48837145649944 1.2990227208903 1.28929951983663 1.68986227672021 1.30196707421811 1.48285891000893 1.50256270866637 1.5343687756069 1.50626069209254 1.43248533379722 1.07137985401922 1.38786560310105 1.43067022046882 1.37060894285463 1.50876906051622 1.51312843214281 1.26366429407505 1.6851192766542 1.51932461784923 1.56920111238334 1.48974651347075 1.72479527562949 1.31545625960836 1.69733580737309 1.52384595535704 1.25552846061295 1.36156131251156 1.17822540626584 1.60941757902705 1.41519357000783 1.36700910946641 1.57630395756238 1.52772241630648 1.12874110554686
1.1009323443921 1.52537076949323 1.3499478002804 1.5375871778369 1.53132471233258 1.39392846568474 1.60171004320274 1.19045087017398 1.23120006919375 1.18574850091469 1.41170842949883 1.75387905777507 1.21951939561479 1.52724540781162 1.48796700202228 1.29889621590975 1.28930672092009 1.68992770633106 1.30110535732809 1.48242059437642 1.50274266987286 1.53535513346923 1.50561232750006 1.42916939552454 1.06983976999351 1.38889360653596 1.42998821891779 1.3711383657873 1.50919844601709 1.51277343040166 1.26458609792416 1.68551282000769 1.51780004556155 1.568953249629 1.48811859951102 1.72559247343709 1.31498746549486 1.69496753968994 1.52320539338735 1.2559885213168 1.36044490230376 1.17887629366046 1.60924548683459 1.41514709416979 1.36924167426515 1.57630395756238 1.52786712245768 1.12926637695688
1.09950440545245 1.52644636975573 1.35063456265641 1.5375871778369 1.53172687643146 1.3925491024377 1.60171004320274 1.19045087017398 1.2279770323634 1.18661372220754 1.40957838005127 1.7532044931877 1.21692467349646 1.52763377885595 1.48796700202228 1.29889621590975 1.29008453392907 1.69075327683908 1.30118617778297 1.48242059437642 1.50274266987286 1.53621985155975 1.50561232750006 1.43006013418712 1.0672925324459 1.38947729457539 1.42998821891779 1.37170410724725 1.51047521828994 1.51352426900249 1.26380564875874 1.68551282000769 1.51731278238532 1.56989432131379 1.48813428824372 1.72559247343709 1.31564129878999 1.69496753968994 1.51958732831992 1.25605516497561 1.36061207130698 1.1792026021108 1.60983003841197 1.41514709416979 1.36924167426515 1.57630395756238 1.52786712245768 1.12667631645928
1.09937776634949 1.52605179922004 1.35032596471438 1.5373697040995 1.53091540985657 1.39447403986204 1.60221869337282 1.1889177051262 1.23114875095585 1.18955605339165 1.4066967433276 1.75025253339112 1.21690548851024 1.52596954792648 1.48735220704614 1.29922409923435 1.28816228545542 1.69094158593473 1.30002003068911 1.48478855926885 1.50246842969379 1.5359290045765 1.50548090337941 1.42830315607763 1.06605885130619 1.38857250512487 1.42988332953429 1.37116901741416 1.50739899828527 1.51297171676733 1.26440198033807 1.68472007387136 1.51610271737641 1.57018794908041 1.4858917101283 1.72430616637251 1.3169306149503 1.69307107033908 1.518747623379 1.25322967063656 1.36089448725777 1.17814050710962 1.60864475062487 1.41425544345372 1.3705957719373 1.57542609257646 1.52808515199395 1.12439408052008
1.09888569534336 1.52582199961007 1.34892265422495 1.53722117917127 1.52995641676407 1.39369145156339 1.60068225110163 1.1889177051262 1.23048898732983 1.18996099023482 1.40623763600616 1.74818880791762 1.21831258604942 1.52377641098578 1.48817638645373 1.2998452447773 1.2879966685689 1.68947902546557 1.29888836993377 1.48422985464485 1.50287090889446 1.53558592807648 1.5070350804722 1.42765249313978 1.06648353153033 1.38682340045291 1.43015105656033 1.36800617642083 1.50675736031743 1.51238087756305 1.26447050280929 1.68450774647708 1.51485132815494 1.57070499823704 1.48867395071672 1.72105602594362 1.31663020286938 1.69153193344526 1.5172676766723 1.25077485088257 1.35991565899089 1.1768988436271 1.60708394850792 1.41375739594558 1.3732893659933 1.57553831517281 1.53187602438341 1.12469150828775
