PICPU MERNU BUCRH APAVI LEPDI COLST TYTAL HALAL HALLE CATAU GEOFO TAEGU CORBR MANVI ACACH NESNO MELUN FALPE CARCR EGRGA PELCR NIPNI PHACA PYGAD APTFO FULGL GAVST PHALE EURHE CHAVO BALRE OPHHO TAUER CHLMA CUCCA CHAPE CALAN ANTCA PTEGU MESUN COLLI PHORU PODCR GALGA MELGA ANAPL TINGU STRCA
1.11204705870819 1.53936862695088 1.36817058819622 1.56481579127624 1.54829183452656 1.41419689633452 1.61479579627045 1.16904135465977 1.2406028481997 1.19078766681707 1.42122189684673 1.78072754693339 1.23997863681381 1.55348612115473 1.51034344190824 1.31735233946911 1.29197374225849 1.71215755342116 1.29912288693208 1.49651507648898 1.51656464589849 1.55406706009181 1.52657665788359 1.43830271175424 1.08445821867161 1.40093063870152 1.44856477904827 1.38393140082571 1.5293646164285 1.53655058852162 1.27013464864672 1.70072337969658 1.53445358790449 1.59040662648223 1.49725716437142 1.75143408477731 1.32996953789685 1.72850659879917 1.54390819667571 1.27566105649682 1.38235061634156 1.17948411462713 1.6316060248141 1.41970233364031 1.37804103449843 1.59407655319977 1.54418443504466 1.1392108801781
1.11141460694718 1.53944317196325 1.36828641188825 1.56489899791599 1.54777822278381 1.41374911005611 1.61537977200155 1.17213496790578 1.23721322293139 1.19019886162652 1.42078305163755 1.77967083924107 1.24026242446303 1.55359834718139 1.5098258389294 1.31612353709828 1.29148730342918 1.71217179349353 1.2988691361067 1.49626644573995 1.51579538893252 1.55443517220314 1.52665147773301 1.4368971181456 1.08350961206089 1.40032822357992 1.44760221272394 1.3827743171297 1.52914968665169 1.53606318646856 1.27085760387451 1.70107191722054 1.53395831344008 1.58981719217557 1.4967473556676 1.75159341286307 1.33015326761666 1.72780204751372 1.5440289125927 1.27470850716256 1.38294874510757 1.1786881277868 1.63100668882198 1.41906882728518 1.37721067631877 1.59380088978063 1.54417799059115 1.13948093433279
1.1116994594879 1.5381849871894 1.3680577458063 1.56438177483679 1.54751340526801 1.41336586339483 1.61602062751737 1.17213496790578 1.23694407652761 1.19086912942985 1.41948082760661 1.77897592846977 1.23896106152405 1.55290095005747 1.509090623407 1.31500263623723 1.29118576425012 1.7121952659825 1.29895355380588 1.49626644573995 1.51579538893252 1.55443517220314 1.52665147773301 1.4368971181456 1.08350961206089 1.40032822357992 1.44760221272394 1.3827743171297 1.52914968665169 1.53602977638541 1.27084384237833 1.70053828574776 1.53380243238877 1.58973016729359 1.4958607766453 1.75116638741908 1.3304229623112 1.72782028423924 1.54348042124495 1.27501336997214 1.38271950038092 1.17886495249925 1.62860510122404 1.41816723609009 1.37867729990648 1.59369646322429 1.54366038035618 1.13942936022806
1.11102273365277 1.53729272595079 1.36789736540857 1.5632153424777 1.54697220555119 1.41312313542663 1.61546316839381 1.17213496790578 1.23705882780983 1.19185317971665 1.41918362073269 1.77635255291761 1.23742292371485 1.55153285065167 1.5083508572269 1.31473347068147 1.29148520566907 1.71181209705529 1.29941230371074 1.49730501283874 1.51650504309021 1.55376405218169 1.5281371627856 1.43631992933299 1.08272662029171 1.39919737965301 1.44827297372117 1.38288650430361 1.53059760227991 1.53557050090446 1.26997290520954 1.70010485506538 1.53395076637501 1.58854197192346 1.49614188088276 1.7505833427668 1.32984120148957 1.72742590585189 1.54259463567865 1.27433312189308 1.38136551384213 1.17878363942905 1.6281553171622 1.4187967093184 1.37867729990648 1.59385498044724 1.54333243941046 1.13907859248066
1.10784014544916 1.53642607125621 1.36785582474979 1.56276601631871 1.54695112635232 1.41118198899032 1.61618139156113 1.18081638800884 1.23694619842084 1.1918910926312 1.41899376431456 1.77248354123835 1.23614497179893 1.55118254881502 1.50599549821482 1.31509537196908 1.2909805629597 1.71058762489062 1.298760178737 1.49612143061937 1.51431189414853 1.55403993636212 1.5274128205929 1.43743392215748 1.08005322122926 1.39826679799331 1.44749817827156 1.37971791802188 1.53145025213905 1.53602700435707 1.27022191790802 1.69882883788114 1.53315099113725 1.58611159117143 1.49738693056589 1.74971206507145 1.32887711999507 1.72665673134733 1.54097082444218 1.27141855475544 1.38539832586438 1.17728729506706 1.6281553171622 1.41676377084188 1.37689380294105 1.59108154861584 1.54358479544641 1.13903082604073
1.10784014544916 1.54018261421771 1.36741968650491 1.56217861476255 1.54660834033835 1.41125170402481 1.61341358585084 1.18506251114833 1.23694619842084 1.18849947065242 1.41781976441655 1.77160334168467 1.23534382961637 1.54967791952481 1.50322278068401 1.31581366245807 1.28936121282562 1.71099905799344 1.29981479508321 1.49585675377112 1.51380178303135 1.55101016110397 1.52721705725387 1.43869457620127 1.08092853214244 1.40011480844092 1.44745614923328 1.37903531602157 1.52910602570919 1.53438349962094 1.27104994289872 1.6999224395858 1.5316069897836 1.58558590461715 1.49625640088797 1.74872073033085 1.3255954497036 1.72495690380575 1.53984606307086 1.2714570053185 1.38121743590694 1.17757879831862 1.62953529603342 1.41738078009964 1.37741913842279 1.59298847651801 1.54329420273838 1.13587859795931
1.10803627458437 1.54070720316002 1.36629824912964 1.56106498356636 1.54742899254766 1.41105170482146 1.61304987710858 1.18506251114833 1.23502992011373 1.18918673910138 1.4174071132571 1.76961403957168 1.23293076960879 1.547892749793 1.50289874866281 1.31482735273791 1.28972411406674 1.71022713247699 1.29979724624672 1.49538112031403 1.5136654760681 1.5507017397235 1.52636661554696 1.43846949453376 1.080146043881 1.39951563961136 1.44843951165837 1.3787677680095 1.53010764323733 1.53438349962094 1.27104994289872 1.6999224395858 1.5316069897836 1.58558590461715 1.49625640088797 1.74872073033085 1.3255954497036 1.72495690380575 1.53984606307086 1.2714570053185 1.38121743590694 1.17757879831862 1.62953529603342 1.41738078009964 1.37741913842279 1.59298847651801 1.54329420273838 1.13587859795931
1.10774824124156 1.54044135716539 1.36618687219883 1.56102142301967 1.54672686685526 1.4104950426547 1.61214937107758 1.18337010024677 1.23170099849617 1.19045621749796 1.41696190560036 1.76825442503228 1.23155324128377 1.54672762642699 1.50275170970464 1.31440576332902 1.28883219350641 1.71000453301098 1.29995972232497 1.49504320962557 1.51384707157752 1.55067064784774 1.52571014849059 1.43906021146378 1.0801144219158 1.39885896952899 1.44723679402865 1.3782936238633 1.5297344789461 1.53450578293755 1.27125923793554 1.70036636227654 1.53071799074472 1.58437316995306 1.49641245153353 1.7482958409225 1.32543724054863 1.72466867981865 1.53991517664608 1.27026180188285 1.38045375152559 1.17801741564393 1.62810733991991 1.41739770663122 1.3772269033966 1.59417297966911 1.54372166453348 1.13558623464853
1.10842178291841 1.54097364701736 1.36561786353496 1.56069577617312 1.54523976590317 1.40941245054753 1.61391680261512 1.18337010024677 1.23018544117563 1.19196515604921 1.41693421154427 1.76693359737313 1.23004657474195 1.54391008582703 1.50250588940105 1.31278427390896 1.28857443754623 1.7088101731089 1.30030572644043 1.49602643725964 1.51396814310243 1.55016794979867 1.524925338597 1.4385286894668 1.08193801884949 1.39998438152271 1.44672511533962 1.3773690650954 1.52844370175345 1.53425657425257 1.27081991321636 1.69957018189853 1.53121279942981 1.58459401359278 1.49729938938489 1.74685089794952 1.32596080108556 1.72330510498349 1.54061408798198 1.26966949216288 1.37972490778387 1.17621749588238 1.62810904899843 1.41739770663122 1.3772269033966 1.59417297966911 1.53977352728404 1.13716897934277
1.10766784292963 1.53930472673088 1.3651481759342 1.55761142355704 1.54551843782991 1.40602292874111 1.61312263391271 1.18495644046374 1.23235499347846 1.19162621274838 1.41757613571749 1.7681833754104 1.22875071757664 1.54227542743937 1.5017310227303 1.31055521420919 1.28476799173824 1.70694235997917 1.30128054478466 1.49768388357107 1.51404429014102 1.5500551478797 1.52229472264822 1.43837660484115 1.082642151117 1.40111555766928 1.44577825704261 1.3770314464902 1.52904776324802 1.53321388005796 1.27113205797737 1.69840327585103 1.53098239817429 1.58530328895326 1.49799029904049 1.74624228858125 1.32507160723629 1.72291872482827 1.53920551203417 1.26747882780471 1.37903892948519 1.17745487063112 1.62716874635745 1.4178885364973 1.37621289207136 1.59064092058799 1.53912548058366 1.13951017253484
